dates,diamonds,butter,cars,cucumber,bananas
2005-01-14,-0.7127877067175628,0.5297710832699654,0.35116505230190687,-0.8454030813966379,0.19404503245695104
2005-01-17,-0.712032030381947,0.5326463075739029,0.34933313164303736,-0.8476171334287902,0.19401870529902937
2005-01-18,-0.7114855754447986,0.5340550849821912,0.34987708440494886,-0.866434023781535,0.193652978680564
2005-01-19,-0.7100206499018504,0.5337790660106413,0.35052147927387367,-0.8706244357069917,0.19375119206544458
2005-01-20,-0.7103086105407029,0.5318279279619353,0.34977502273151256,-0.8764312579761994,0.19273989931184757
2005-01-21,-0.7087604766968314,0.5325815652325696,0.3494360229049793,-0.8756839367979221,0.1860171182153136
2005-01-24,-0.7035881403972064,-0.5376583423597149,0.3486074002454355,-0.8867102145081517,0.18583794662010134
2005-01-25,-0.6968082804159875,-0.5453036929565137,0.3491712700327015,-0.8876791380635931,0.1870953462078826
2005-01-26,-0.6988335197266722,0.5437701723995995,0.34949816419035457,-0.8893067196635737,0.18796500366596253
2005-01-27,0.6977655227659209,-0.5442418056134625,0.34939831043513314,-0.8890283345900059,0.1851881160833977
2005-01-28,0.7036316821449591,0.5431746389727845,0.3523340245980816,-0.8834167002703789,0.18741507445727998
2005-01-31,0.7034624371969832,0.5375155642404625,-0.3523183891298877,-0.8714432326061328,0.18732792576515503
2005-02-01,0.7032684433605311,0.5302759922122033,0.3516246568258326,-0.8714432326061328,0.18732932925842033
2005-02-02,0.6944010792187775,0.5306338446324118,0.35108749783984555,-0.8723941181253251,0.18316848764207838
2005-02-03,0.6775784687337878,0.5304579997091555,0.35119978773097976,-0.8707571103350399,0.18330403406682083
2005-02-04,0.6778324566688317,0.5149999751770029,-0.351092820896421,-0.8707508382779706,0.182812417672392
2005-02-07,0.6759469853289983,0.5126378023061052,0.35061503655444715,-0.8655877434285829,0.18281012048335232
2005-02-08,0.6756838503151724,0.5133073225544308,0.3513054216189815,-0.8630068149272063,0.18282793818628523
2005-02-09,0.6731318070899428,0.5124331506101308,-0.3514329592470745,-0.8635008715330496,-0.1761528782679945
2005-02-10,0.66639512895175,-0.5150904904761788,-0.3555673834159595,-0.8667486823073229,0.17720481042195224
2005-02-11,0.6659973057466511,-0.517465688695995,0.35501289768866834,-0.8674240599871615,0.17700460546636654
2005-02-14,0.6656851348864953,-0.5272004321366721,0.35449756718008096,-0.8672739845872464,0.17642899038963628
2005-02-15,0.6662475067565912,0.5226559677176852,0.3531672807965456,-0.8589249241428103,0.17643025075712
2005-02-16,0.6658096553908106,0.5173762007530204,0.3533541991379523,-0.8627639576484808,-0.1774372288239316
2005-02-17,0.689988186433901,0.519131455482413,0.351979120744773,-0.8652406619050353,0.1775494296374742
2005-02-18,0.6916338882477613,0.5166896193187522,0.3569382908713706,-0.8419656343853588,0.177886384699733
2005-02-21,0.6944655439785489,0.5165467730716502,0.3551837407156319,-0.8244000671512044,-0.17903443106176795
2005-02-22,0.6926387092625103,0.5306841288430424,0.3503064288284342,-0.819776785495854,-0.1754904113514397
2005-02-23,0.6958212750846426,0.5301469103599165,0.36091288833144214,-0.8166324254198187,0.1755653665190344
2005-02-24,0.6909635729650586,0.5288990525092387,0.3653098987100898,-0.8144381109116602,0.1756523829266199
2005-02-25,0.6916295872611102,0.528390465174957,0.36350024176023005,-0.8138943797334225,-0.1783669555744836
2005-02-28,0.693004686797883,0.5307372678128032,0.3649684379224881,-0.813639754100448,-0.17885246942818836
2005-03-01,0.6918440726353232,0.5302607091287133,0.36661047019968557,-0.8110694878426901,-0.18081146764032116
2005-03-02,0.6853814803672663,0.5274896275607821,-0.36819505125086627,-0.8104938684404258,-0.18348367493668333
2005-03-03,0.685017155416261,0.5279260800493435,0.36348436882921464,-0.8096900563265974,-0.18347010820212692
2005-03-04,0.6840202899679609,0.5274238128565638,0.3573460643347917,-0.8096391013445661,-0.18317733462953695
2005-03-07,0.682216651396866,0.5263593143356484,-0.3549546556598284,-0.8039736024875279,-0.18207548430241674
2005-03-08,0.6842642924572792,0.5277480618377214,-0.35527350351014947,-0.8061557027907562,-0.18007681439045845
2005-03-09,0.6850827392616682,0.5283025623581429,0.3553209338018304,-0.7918463069302382,-0.17971824695519814
2005-03-10,0.6852414722351038,0.5334478306380709,-0.35510622519917256,-0.7878097747141576,-0.1798012413417273
2005-03-11,0.6885300462449285,0.5377894908010988,-0.3551479442332679,-0.7820205151493302,-0.17962724396559368
2005-03-14,0.6898665122928804,0.5408459340944234,-0.3539676645733443,-0.7795757385807263,-0.17979596654680507
2005-03-15,0.6819385179509065,0.541170863712622,0.3608588368697014,-0.7787519616591869,-0.18046836578459083
2005-03-16,0.6683464758425035,0.541320540812701,0.36127040319854886,-0.7807241032637003,-0.18033816419704277
2005-03-17,0.6747097677020354,0.5437088432124336,0.364800129444419,-0.7824122564465347,-0.17645424682539598
2005-03-18,0.6709416601404341,0.5438805046365225,0.3710102915538113,-0.7798720186853808,-0.1753168774232
2005-03-21,0.6707805836036146,0.5361076468637737,0.36390056112621466,-0.782933895360085,-0.17616515890991022
2005-03-22,0.6616411068708605,0.5399098178641937,0.37118670770110146,-0.7814780279565346,-0.1792736691096961
2005-03-23,0.6587406600345678,0.5398877852958623,0.37123384398116993,-0.7823665189674335,-0.17918166537374583
2005-03-24,0.6574421612800314,0.540465930598446,0.3718931227807355,-0.7818087367211168,-0.17901192258615656
2005-03-25,0.6655609790442605,0.5398550561744296,0.37101897359888064,-0.781715092798964,-0.18175647920734017
2005-03-28,0.6695458036542645,0.5370890733771803,-0.3684790232290314,-0.7823428152625328,-0.1800222460033593
2005-03-29,0.6759880652061796,0.53647906544671,-0.36912189773389426,-0.7851245641915224,-0.17941571348587354
2005-03-30,0.6652230728618053,0.534220581867971,-0.37185992626253683,-0.787188566354754,-0.18122994444131385
2005-03-31,0.6696070430116986,0.5334485896468361,-0.3711819771615564,-0.7868843594148363,-0.18174858993783052
2005-04-01,0.6706929234057818,0.5357809036869695,-0.3710905981837933,-0.7974395450354748,0.1816723469470385
2005-04-04,0.6663025207946434,0.5352667160819783,-0.37579103596946706,-0.7978330919486205,-0.18283499093845168
2005-04-05,0.6647637342665703,0.5352477771874885,-0.37838273602379097,-0.7958860328547452,0.18259941977512004
2005-04-06,0.6537781475311022,0.5376908290009754,-0.3775510113664393,-0.7964980098297437,-0.18304485625406647
2005-04-07,0.6727665616624732,0.5434478436659915,-0.37689466822003687,-0.7973999942058646,-0.18248399411954339
2005-04-08,0.6738668401212098,0.5443507315783702,-0.3794434991684832,-0.7972783362463618,0.18084599024582354
2005-04-11,0.6744503753314959,0.5463071610036921,-0.37726878405506176,-0.7981463663814323,-0.18236103916447144
2005-04-12,0.6745043779511416,0.5458069708678919,-0.3845514781524819,-0.806829246571551,-0.18600451013356545
2005-04-13,0.6775448740740281,0.5452640517539306,0.38835036381735394,-0.8069448207689438,-0.18554014117561693
2005-04-14,-0.6942609930723503,0.5441114384697285,0.38752320207199836,-0.8089892085244267,-0.18557464512044272
2005-04-15,0.6878704965437087,0.5446290273708556,0.38659035311900003,-0.8047521541719722,-0.18557464512044272
2005-04-18,-0.6919560284827491,0.5437960606698606,0.39238786782445956,-0.799795790217184,-0.18551301729687936
2005-04-19,-0.7116671667612888,0.5438083629140735,0.39330975088175446,-0.802513169125955,-0.18620652180981537
2005-04-20,0.7123428681494117,0.5500448538613193,0.3954522231967819,-0.8076200826861173,-0.18802578465477573
2005-04-21,-0.7119672410106853,0.5562508745204958,0.39504284867611733,-0.8023116772570271,-0.19082193553822585
2005-04-22,0.7088708748045232,0.5528643325209167,0.39202006392469296,-0.8029342083759039,-0.19083193159882814
2005-04-25,0.7095557819427425,0.5530591095138031,0.3911544398087264,-0.8059703025838021,-0.18989686303348408
2005-04-26,0.7096393907914474,0.5476930102642789,0.3909301156637747,-0.8033483933023298,-0.18916861210730182
2005-04-27,0.7181319749943301,0.5487557672163408,0.38527367642292576,-0.8116118502356985,-0.18889580608845286
2005-04-28,0.7182992466148787,0.5554858670241862,0.38313208879973304,-0.8205928098207415,-0.19000059682131207
2005-04-29,0.7207456644159859,0.556793131975379,0.3819319649992671,-0.820808394973864,-0.18922215673084605
2005-05-02,0.7203685564581929,0.5558805146603379,0.38200296339490036,0.8220168757834738,-0.18535535990034588
2005-05-03,0.723029321249038,0.549693139063588,0.3835194663543234,0.822056870847101,-0.18600808827701584
2005-05-04,0.7253743230900286,0.5498140973589742,0.3855056417730401,0.8192148766284364,-0.18647879955427527
2005-05-05,0.7254773956015387,0.5549242601159573,0.3856790089538213,0.8451708564619641,-0.1865320128916015
2005-05-06,0.7252636644970055,0.5526426692268934,0.3849060813982487,0.8691430708193997,-0.19278094297422302
2005-05-09,0.7277586714322055,0.5443483120829937,0.38526927299095787,0.8688920457617845,-0.19252023691865547
2005-05-10,0.7288742028803381,0.50503820259134,0.37904943024811105,0.8777087777889974,-0.19157242444754677
2005-05-11,0.7324951840019164,0.5050080621456227,0.38021461476499135,0.8823840083575824,-0.19055273459349628
2005-05-12,0.7320567714177313,0.5092500650951645,0.3808432111823392,0.8859738645409931,-0.19058640808437602
2005-05-13,0.7316422512474069,0.5157819596101852,0.38036134634384844,0.8880938634941471,-0.18972104621046457
2005-05-16,0.7302877851983317,0.5185581680386898,0.3858557411197688,0.8810579526544622,-0.19342778774667657
2005-05-17,0.7246424375447361,0.5190782299640025,0.386810352380448,0.9036023250611215,-0.1934292677234205
2005-05-18,0.7401604144379924,0.525311309810619,0.38843657746428234,0.9039991477533964,-0.1922891256409233
2005-05-19,0.7413116383360868,0.5255306276484841,0.39594332547862715,0.9035193352630451,-0.18886426353865146
2005-05-20,0.7443852028376986,0.5204498151423512,0.39520947050448296,0.9107751422515417,-0.18571611713058891
2005-05-23,0.7435608078557336,0.5315970291316089,0.4003594599630671,0.913324278863979,-0.18614585565960318
2005-05-24,0.7401314237789459,0.5302680150232748,0.4017677133719142,0.9203387138432187,-0.18607143177348298
2005-05-25,0.7366381072002126,0.5339649341182042,0.4025408706556345,0.9369322940348648,-0.18707796375111013
2005-05-26,0.7372606695443664,0.5225500619460814,0.3982460994396474,0.9363406702593073,-0.18578400393025227
2005-05-27,0.7373055565755581,0.5094983337998765,0.39698587021369025,0.9344480430096321,-0.18569952286689864
2005-05-30,0.7373494495912133,0.5158196976031422,0.3971255869918059,0.9331740935028546,-0.18437313929190063
2005-05-31,0.7406775470806735,0.5128796609336731,0.3982842546578148,0.9445743163066959,-0.1846626251283782
2005-06-01,0.7429777297405182,0.5150585143380322,0.40065507771885484,0.9453037338832454,-0.18068702295592706
2005-06-02,0.7335594381572319,0.5204030183504645,0.4108397208275299,0.9439731538456632,-0.18112490211331592
2005-06-03,0.7359427700401843,0.5156001785902794,0.41214702621637134,0.9448221878386305,-0.18127357617942652
2005-06-06,0.734797494669948,-0.5140604171941862,0.4141791032176155,0.9414247006526328,-0.18100271818329858
2005-06-07,0.7445834742384666,-0.5159152460571947,0.416819202644755,0.9403485474237306,-0.1775193532307148
2005-06-08,0.7454061020388619,-0.5126450773377915,0.4138475912270444,0.9410244602015406,-0.1773068903684206
2005-06-09,0.744270768587898,-0.5146370956965346,0.41383231751752636,0.9401261978491142,-0.17651622541151593
2005-06-10,0.7513903016569028,-0.5128359554506247,0.4143207786800436,0.94103445999213,-0.18232277501581212
2005-06-13,0.7559224667107962,-0.5131556410236944,0.41678480861929235,0.9395579497096401,-0.18163594976887884
2005-06-14,0.7553994886103439,-0.5128974026126812,0.4170226634768653,0.9388818793069774,-0.1818742377838595
2005-06-15,0.7589486299242315,-0.5105360991903141,0.4174448467797753,0.9405710548369338,-0.1818701018703619
2005-06-16,0.7599438039295083,-0.5053403558324786,0.4167942932792034,0.9403381537426517,-0.18163513779546306
2005-06-17,0.7586724976597663,-0.5052141939561319,0.41562138727347175,0.9470329684568395,-0.17899900255231718
2005-06-20,0.7553441044695193,-0.5106768120777174,0.4132298790682392,0.9602701550823572,-0.17652945138008766
2005-06-21,0.7535576784270769,-0.5185205228993931,0.414241748069859,0.9582166842064834,-0.1765313575507791
2005-06-22,0.7618219022997463,-0.518674013116908,0.41903207155486777,0.936978356234994,-0.17495099095466396
2005-06-23,0.786279675648133,-0.5160155191813186,0.4191044900445487,0.9379142300652914,-0.17171642692221853
2005-06-24,0.783130499542692,-0.529667406500202,0.41714938356923376,0.9368418344873486,-0.17197795641289235
2005-06-27,0.7870159441250948,-0.5317327359479255,0.4183852856142501,0.951700977273843,-0.17093283880412913
2005-06-28,0.7850744784063383,-0.5281794100013052,0.418401508503237,0.939353566172454,-0.16667530622728718
2005-06-29,0.7824745297829141,0.5281794100013052,0.4169642942869205,0.9380830018714057,-0.17205965533045814
2005-06-30,0.7993096945072051,0.5281694642886603,0.4169280524685315,0.9378519436892813,-0.17199691435900355
2005-07-01,0.7985020099806122,-0.5283988005211204,0.41811588823202916,0.9380140791510533,-0.17279500727247643
2005-07-04,0.7995140431477686,0.5277262355712938,0.4197457476827817,0.9382039628852435,-0.1692843627260533
2005-07-05,0.7996878627756724,0.531268187426852,0.4192643630638582,-0.9308344473427581,-0.16900494930052742
2005-07-06,0.7989616411089975,0.5347678457636679,0.418319497892826,-0.9300080554391497,-0.16884003927455965
2005-07-07,0.799247399348207,0.531721310327576,0.4205144193443089,-0.9309606940410033,-0.16900612715771302
2005-07-08,0.7977241802582423,0.534695829757787,0.42103188139987885,-0.9606068156353684,-0.1677579375403085
2005-07-11,0.8015692773869154,0.5341231852389632,0.4187400191479901,-0.988762790672605,-0.16593448060036256
2005-07-12,0.804634914647291,0.532321700427308,0.4252480232886494,-0.9971368436077546,-0.16923560240822658
2005-07-13,0.7996530897806043,0.5324536608787946,0.42373729660685233,-0.998460562114096,-0.1695081605369308
2005-07-14,0.8036871591414769,0.5156835367400896,0.42391053062382006,-0.9992154243053739,-0.16851125316596705
2005-07-15,-0.7951276287443211,0.5110778889733129,0.42674098205684197,-0.996512825758275,-0.1672791771822444
2005-07-18,-0.7795968225596784,0.5099602176427959,0.42700455617445415,-0.9887362084357264,-0.16599513833686058
2005-07-19,-0.762740338970765,0.5093330232406175,0.42879663657463907,-0.9926669562366931,-0.16604608065398707
2005-07-20,-0.7794035773030935,0.5122030085975829,0.4256202850738467,-0.9805424918469557,-0.16557445590427852
2005-07-21,-0.7803458199236254,0.512621097849906,0.4332160768879065,-0.9774559315985375,-0.16537843843670635
2005-07-22,-0.7793100849402306,-0.5097386215901707,0.44233989374650157,-0.9683519071560159,-0.16563456957268796
2005-07-25,-0.7818794697423708,-0.510824172714947,0.4456236393558352,-0.9608985789707933,-0.16675299063126742
2005-07-26,-0.7796314134663145,-0.4961285579294464,0.4543206964903161,-0.9569636508404211,-0.16819683149984593
2005-07-27,-0.7805949353016907,-0.49705601920616904,0.45490533867450017,-0.9808551649185687,0.1685614157304153
2005-07-28,-0.7777209054154635,-0.49869897070692787,0.4584991039606069,-0.9887076953286155,-0.16763972187708973
2005-07-29,-0.7783425837661404,-0.5006190854049505,0.45831689787482877,-0.9973366778370047,-0.1674735323444186
2005-08-01,-0.7746207603217544,-0.49979306603592283,0.45525334067037815,-1.0059573146782723,-0.16746159100475827
2005-08-02,-0.7866420751513842,-0.4906966873562739,0.4534470353457717,-1.000755354980573,-0.16802472121770026
2005-08-03,-0.8003535141850429,-0.4906305358745004,0.45512111426333013,-0.9989676009752156,-0.1650233456351557
2005-08-04,-0.8007873367876936,-0.4900740343869686,0.45514091259450684,-0.9636702312669518,0.1666660694476544
2005-08-05,-0.8081244105414881,0.48786310004633193,0.4539958799833851,-0.9710586978365419,0.1680947895263335
2005-08-08,-0.8073707724109386,0.48978239313477195,0.4642483509028397,-0.9614020296402064,0.1681546672531826
2005-08-09,-0.8224805100824838,0.4907857978835637,0.46046562757301635,-0.9687157776924022,0.1685792516208233
2005-08-10,-0.8256233797447361,0.4897013435515493,0.45989534699270274,-0.9677572424832589,0.16892063963703824
2005-08-11,-0.8253322902203573,0.49012041569052717,0.4604252620991838,-0.9677572424832589,0.1689442626520772
2005-08-12,-0.8284483837056691,0.486971973117077,0.463529806244458,-0.967911813375159,0.16893099156509325
2005-08-15,-0.8346256852933354,0.4905913891638563,0.4696330144231501,-0.9679771089594562,0.16988628030523295
2005-08-16,-0.8436794061841356,0.49149057960906045,0.47202438111944095,-0.9664948955171928,0.1701548113466097
2005-08-17,-0.8650768264400599,0.48875061398876224,0.47214726805321255,-0.9667265507864038,0.1699785492956776
2005-08-18,-0.8698352535388326,0.4896286093908202,0.4710597788414901,-0.966882436054564,0.165280259218537
